Sarcastic,non_sarcastic,,,
1 set of patio furniture scrubbed clean and ready for the great british summer,1 set of patio furniture scrubbed clean and ready for the awful british summer,"
","
","
"
1 set of patio furniture scrubbed clean and ready for the great british summer,1 set of patio furniture scrubbed clean and ready for the great british summer,"
","
","
"
1 set of patio furniture scrubbed clean and ready for the great british summer, my patio furniture is scrubbed clean i am ready for the awful british summer,"
","
","
"
1 set of patio furniture scrubbed clean and ready for the great british summer, tunsil smoked weed and took money violating ncaa rules for his struggling mother how grateful,"
","
","
"
1 set of patio furniture scrubbed clean and ready for the great british summer,1 set of patio furniture scrubbed and clean despite the horrible british summer,"
","
","
"
 two fathers on the train next to me complaining about their kids ones a real girl and the other is bipolar those poor dads, two fathers on the train next to me complaining about their kids ones a real girl and the other is bipolar those concerned dads,"
","
","
"
 two fathers on the train next to me complaining about their kids ones a real girl and the other is bipolar those poor dads, two fathers on the train next to me complaining about their kids ones a real girl and the other is bipolar those poor dads,"
","
","
"
 two fathers on the train next to me complaining about their kids ones a real girl and the other is bipolar those poor dads, annoying deads complaining about their kids on the train next to me to be a real girl and bipolar,"
","
","
"
 two fathers on the train next to me complaining about their kids ones a real girl and the other is bipolar those poor dads, two fathers on the train next to me complaining about their kids ones a real girl and the other is bipolar those poor dads,"
","
","
"
 two fathers on the train next to me complaining about their kids ones a real girl and the other is bipolar those poor dads, i don t feel bad for these two socalled fathers on the train next to me complaining about their kids one is bipolar and the other one is not,"
","
","
"
 tunsil smoked weed and took money violating ncaa rules for his struggling mother what a piece of shit he is, tunsil smoked weed and took money violating ncaa rules for his struggling mother what a piece of shit he is,"
","
","
"
 tunsil smoked weed and took money violating ncaa rules for his struggling mother what a piece of shit he is, tunsil smoked weed and took money violating ncaa rules for his struggling mother what a piece of shit he is,"
","
","
"
 tunsil smoked weed and took money violating ncaa rules for his struggling mother what a piece of shit he is, tunsil smoked weed and took money violating ncaa rules for his struggling mother what a piece of shit he is,"
","
","
"
 tunsil smoked weed and took money violating ncaa rules for his struggling mother what a piece of shit he is, tunsil smoked weed and took money violating ncaa rules for his struggling mother what a piece of shit he is,"
","
","
"
 tunsil smoked weed and took money violating ncaa rules for his struggling mother what a piece of shit he is, tunsil smoked weed and took money violating ncaa rules for his struggling mother i don t think he is a piece of shit,"
","
","
"
 sabotage let me guess, cooperating let me guess,"
","
","
"
 sabotage let me guess, sabotage let me guess,"
","
","
"
 sabotage let me guess, you take it serious and think it's a sabotage ? not really,"
","
","
"
 sabotage let me guess, sabotage let me guess,"
","
","
"
 sabotage let me guess, sabotage let me guess,"
","
","
"
 what a nice family, what a horrible family,"
","
","
"
 what a nice family, it is not a nice family,"
","
","
"
 what a nice family, what an annoying family,"
","
","
"
 what a nice family, what messed up family,"
","
","
"
 what a nice family, what a bad family,"
","
","
"
 busy morning ahead love filling up my weekend with errands and chores, busy morning ahead hate filling up my weekend with errands and chores,"
","
","
"
 busy morning ahead love filling up my weekend with errands and chores, busy morning ahead love filling up my weekend with errands and chores,"
","
","
"
 busy morning ahead love filling up my weekend with errands and chores, hate having to do errands and chores on weekends,"
","
","
"
 busy morning ahead love filling up my weekend with errands and chores, busy morning ahead hate filling up my weekend with errands and chores,"
","
","
"
 busy morning ahead love filling up my weekend with errands and chores, busy morning ahead i don't like filling up my weekend with errands and chores,"
","
","
"
 i'm so excited for my one weekend lsat class it's going to be so much fun, i'm so upset for my one weekend lsat class it's going to be so much boring,"
","
","
"
 i'm so excited for my one weekend lsat class it's going to be so much fun, i'm so excited for my one weekend lsat class it's going to be so much fun,"
","
","
"
